1481,104 
1482,104 
1573,104 
1574,104 
1587,104 
1629,104 
1631,104 
1638,104 
1648,104 
1663,104 
1736,104 
1834,104 
1838,104 
1862,104 
1864,104 
2032,104 
2034,104 
2047,104 
2088,104 
2090,104 
2155,104 
2156,104 
2199,104 
2238,104 
2262,104 
2294,104 
2348,104 
2350,104 
2443,104 
2461,104 
2532,104 
2570,104 
2621,104 
2652,104 
2667,104 
2669,104 
2686,104 
2688,104 
2702,104 
2715,104 
2718,104 
2818,104 
2856,104 
3020,104 
3116,104 
3155,104 
3182,104 
3204,104 
3242,104 
3244,104 
3251,104 
3259,104 
3286,104 
3291,104 
3306,104 
3386,104 
3415,104 
3430,104 
3445,104 
3455,104 
3462,104 
3476,104 
3510,104 
3543,104 
3594,104 
3639,104 
3810,104 
3841,104 
3911,104 
4012,104 
4013,104 
4022,104 
4050,104 
4152,104 
4221,104 
4225,104 
4313,104 
4550,104 
4586,104 
4655,104 
4710,104 
4800,104 
4879,104 
4967,104 
5052,104 
5055,104 
5111,104 
5124,104 
5230,104 
5282,104 
5330,104 
5386,104 
5411,104 
5438,104 
5463,104 
5466,104 
5514,104 
5563,104 
5564,104 
5595,104 
